7.2859	7.7929	7.6098
8.5702	8.1519	7.5544
8.3849	7.4856	8.0029
7.8423	8.3893	8.5777
8.7367	7.3778	8.7061
7.7473	8.3983	7.8094
7.7032	7.4612	8.3844
8.1234	7.6871	8.3971
8.1795	7.7880	8.3187
7.4934	8.5826	7.4170
8.1404	8.2680	7.3942
8.5328	8.0446	7.9552
7.4666	8.7192	7.7917
8.4291	8.4400	7.5696
7.3017	7.5119	7.5963
7.5509	7.3771	8.7137
8.2699	7.5704	8.6309
7.5582	7.3971	7.4358
7.5335	8.0439	8.4336
7.9954	8.1388	8.4307
8.2556	8.6313	7.7199
8.6729	7.8336	8.4507
8.5927	7.2887	7.7326
7.9707	8.0036	8.6373
8.3718	8.4004	8.4466
7.7142	7.6363	7.3299
8.2420	7.9367	8.2394
8.0855	7.4099	7.4638
8.4309	8.2120	7.3075
7.6704	8.4386	8.2546
7.8568	7.3960	8.3567
8.1175	8.5987	7.2699
7.7440	8.0674	7.6122
8.5049	8.3044	8.1961
8.0813	8.2419	7.7493
7.7344	7.8232	8.4985
8.3010	8.1126	8.7093
7.4478	8.3066	8.5826
7.4064	8.4024	7.3422
7.3455	7.3898	7.9080
8.3120	8.3559	8.0140
8.3092	7.5278	7.4068
7.8427	7.6991	7.3187
8.1128	8.3781	8.2978
8.7031	8.4255	7.7502
7.6738	8.4885	7.7081
7.6596	8.3651	8.6684
8.7166	7.9022	8.4312
7.6378	8.5600	7.5240
7.6583	8.5692	8.7161
7.8535	7.9032	8.4730
7.3585	8.0508	8.1918
7.6874	8.5276	8.1277
7.8753	7.9440	7.9572
8.3163	7.3991	7.3037
8.6014	8.7358	7.3582
7.9124	7.3272	8.1446
7.9032	8.1170	7.9562
7.5754	7.9674	8.2620
7.3416	8.3048	7.3769
7.7479	8.2249	8.3373
7.6715	8.2790	8.1960
8.6838	8.1956	7.9569
8.2032	7.3595	7.5829
8.6887	8.6570	8.6808
8.0782	8.1288	8.0194
8.0807	8.6475	8.6766
7.2759	7.5196	7.7275
7.6762	8.1064	7.4847
7.4783	7.5240	7.8476
8.4406	8.6765	8.5478
7.5812	7.9417	8.5649
8.7297	7.8511	8.2628
7.5126	8.0223	8.3889
8.2075	8.5319	8.1757
8.2167	8.2481	8.4596
7.9974	8.3929	8.5943
8.7467	7.9686	7.9755
7.8508	8.3714	8.4438
7.2755	7.6579	7.7276
7.5500	7.5052	7.4015
7.5149	8.2840	8.7313
7.7343	8.3546	8.4567
8.3753	8.3582	7.5000
7.9460	8.2517	8.7450
7.6566	8.1244	8.0623
8.5567	8.0326	8.4055
7.6146	8.2755	8.5968
8.3568	7.6160	8.1903
8.7463	7.8398	7.4537
8.5667	8.2389	7.7397
7.8894	8.1215	7.4505
8.6655	8.6606	7.3557
7.5908	7.2966	7.3932
7.7926	7.9353	8.2895
8.5337	7.7846	7.9094
8.6229	8.0454	8.3343
8.1810	8.1119	8.6225
7.5738	8.3885	7.4790
8.0859	8.6214	7.6425
7.7781	8.4550	7.7241
8.5354	8.1078	7.3421
8.7046	8.3095	8.7296
8.3847	8.1135	8.1719
8.0022	7.3581	7.9884
8.1795	8.0303	8.5418
8.4529	8.7146	7.9234
8.7112	7.9951	8.4690
8.6507	8.5937	7.7564
7.3237	8.5245	8.6174
7.5254	8.4596	7.8009
7.4622	7.6217	8.1202
8.6649	7.9481	8.2553
7.2514	8.4047	7.9260
8.5383	8.5025	7.7906
8.4373	8.6268	7.4245
8.5448	8.1899	7.5877
8.7083	8.0964	7.7151
7.5457	7.5869	8.6947
7.9202	8.3444	7.7022
8.5328	7.7002	8.4204
8.6291	8.4419	8.1290
7.7671	8.7393	8.5920
7.5505	7.8057	8.6215
8.2503	7.6834	7.3418
7.8039	8.3110	8.4016
8.2937	8.5529	7.2567
7.4024	8.3281	7.3331
7.4125	8.5379	7.9616
8.4982	7.9010	7.7666
8.4249	8.0989	7.5926
7.4347	7.9309	8.3140
7.4531	7.9460	7.6057
7.3149	7.5887	8.7475
7.7384	7.3375	7.9673
8.1555	8.1616	7.5808
8.0146	7.4769	8.4219
7.6034	8.2087	8.3770
7.9409	7.8797	8.4524
8.0322	7.8663	7.4486
8.0923	7.7531	7.7893
8.3478	8.3670	8.2187
7.8203	7.5969	8.5616
7.6063	8.5134	7.6848
7.9286	7.4448	7.7219
7.3633	8.1088	8.1731
7.3754	7.8134	8.2189
7.8500	8.3193	8.1837
7.7041	7.6343	7.7164
8.5139	7.7328	8.4266
7.5801	8.7468	8.2988
7.7756	8.3756	8.5404
8.1032	8.1676	7.7054
8.2918	8.2286	8.3850
8.0116	7.7810	8.1877
8.1350	7.4080	8.4415
7.8966	8.3150	8.4028
8.6874	7.5085	7.5057
8.1500	7.3146	8.2239
8.3222	7.9286	7.4829
8.2384	7.8011	8.4032
7.9850	7.3653	7.6778
8.5578	8.7125	8.0709
7.5098	8.0502	7.6158
7.9464	7.4268	7.8060
7.2531	7.2999	7.8962
8.2021	7.2957	8.4714
8.4819	7.6453	7.6842
8.4379	8.4000	7.7655
7.6724	7.9002	8.2081
7.9247	8.5487	7.8326
8.4156	7.3794	8.5946
7.9701	8.7272	8.4194
8.1717	7.8912	7.5728
7.8424	8.2511	7.4692
7.3583	8.5178	7.4759
7.7779	8.4711	8.0454
7.6587	7.6043	8.2011
8.6545	7.3040	7.9038
7.8445	8.1392	8.1172
7.6837	8.4848	8.1290
7.7817	8.6620	8.1808
8.7353	8.5209	7.8063
8.2031	7.3914	7.4460
7.4737	8.2103	7.3316
7.3694	7.6359	7.5734
7.6562	7.5429	8.4037
7.6533	7.9534	7.9593
8.1580	8.1481	8.0137
8.2361	8.6425	8.5109
8.6021	7.8833	8.5950
7.8789	7.7568	8.7107
7.9205	7.6094	7.6062
7.4855	8.0272	8.0334
8.4212	7.4908	8.0154
8.0396	7.7576	8.6648
7.5681	7.4944	7.8546
8.3788	8.6722	7.4140
8.2076	8.0710	7.6208
7.8924	8.7010	8.2577
8.1213	8.2206	7.5320
8.0705	7.4802	7.2725
8.7263	7.4259	8.5543
8.0959	7.9777	7.9617
8.6613	8.0259	7.7619
7.7642	8.2243	8.7015
8.4706	7.4567	8.6517
8.5026	7.2591	8.3780
8.2407	7.4259	8.0336
8.6623	7.8829	7.9516
8.6082	7.7345	8.5728
8.1908	7.9304	7.7570
7.7574	8.7088	7.7377
8.2935	8.2122	8.6660
7.7311	8.5071	8.2586
8.3623	7.4322	7.9101
8.5060	8.5433	8.1496
8.6115	8.1827	8.3783
7.4100	8.4567	7.2824
7.6564	7.3096	8.3715
8.1487	7.4917	7.7996
7.3137	8.5374	8.2058
7.6438	8.6059	8.4831
8.4211	7.4825	8.3991
8.2829	8.2182	8.5184
7.4728	8.4478	7.8713
7.7343	8.1403	8.0027
8.0341	8.1771	7.8878
7.9951	8.0892	7.6307
7.9020	7.3206	7.4306
8.3434	7.2598	7.6628
7.8238	7.8960	7.7590
8.3381	8.4256	8.0626
7.7572	8.7134	7.5929
8.0235	7.2861	7.3350
8.6436	7.3995	8.5682
7.8746	7.9280	8.7162
8.6747	8.6193	7.7266
8.4620	8.1273	8.0213
7.5451	7.4283	7.8619
7.7726	7.4546	7.9110
7.7903	8.0359	8.0996
7.4682	7.8098	7.9005
8.7270	8.3702	8.6178
7.7097	7.3415	7.6579
7.4897	8.2515	8.1893
8.0721	8.7068	8.5819
7.6180	7.2643	8.2127
7.4853	8.1590	7.6833
8.6060	7.5219	7.5230
7.7896	8.6530	7.4680
8.3269	7.8153	8.0079
8.0009	7.7764	8.3041
7.3282	7.7982	7.7911
7.6359	7.7390	7.3807
8.3619	8.1514	7.7116
8.4123	8.7261	7.3920
8.2887	8.1295	8.1636
8.3749	7.3541	8.2894
8.4057	8.5625	7.4393
8.5380	8.0484	7.5969
7.8456	7.5146	8.5273
7.4910	7.7661	8.5860
8.6210	7.4092	7.4600
8.2530	8.6070	8.0054
7.3670	8.2911	8.3171
7.2999	8.0065	7.6726
8.3565	7.8327	8.0375
8.3409	8.1844	8.4115
7.7181	8.6790	7.7115
7.5495	7.6068	8.2276
7.7012	8.4030	7.9170
8.2306	8.1472	7.8194
8.5967	8.3733	8.1314
8.6493	8.0067	7.6729
7.9236	7.6784	8.6705
7.9102	7.6004	8.2850
8.3103	7.2626	7.6197
7.6792	7.2787	7.7195
7.2629	8.2048	7.9137
7.4769	8.0621	7.5938
7.6684	8.4135	8.6279
8.1667	8.7360	8.0395
7.6215	8.3819	7.9029
7.9345	8.7484	8.5303
7.8598	8.7018	7.5257
8.0977	8.5398	8.5098
8.1047	8.5077	7.7882
8.0400	7.5811	8.1616
7.2793	7.9957	7.7782
8.6351	8.4746	7.6995
7.4942	7.9613	8.0059
8.6040	7.9306	7.8390
7.5051	8.1990	8.2479
8.3331	8.6082	8.3209
7.8612	7.6065	7.7943
8.2477	7.9203	7.5867
7.9708	7.7539	7.7683
8.2477	8.3074	7.8472
7.3773	7.7158	7.6728
7.5837	8.4678	8.4707
7.3875	8.0290	8.5759
8.4798	7.7234	7.5079
8.6608	7.8239	7.8929
8.3078	8.4061	7.8011
7.8400	7.8956	8.4530
7.3420	8.4213	7.7736
7.2576	8.6504	8.2229
7.3562	8.7021	7.7700
7.7617	8.2617	7.3000
8.0625	7.2990	8.1972
8.3917	8.7262	7.8620
8.6701	8.5526	8.2301
7.2852	7.4312	8.1900
8.5573	7.8425	7.6085
7.3122	8.0341	7.8005
7.2961	7.3143	8.2561
8.6593	7.4708	8.0548
8.0902	7.7987	7.3198
8.0712	8.6055	7.9419
7.2521	8.6152	7.5750
8.5269	8.2077	8.3577
7.3579	8.1866	7.4695
8.7384	7.4886	8.3806
7.6391	8.2720	8.3539
7.3882	8.4391	7.7539
7.7768	8.4387	8.1037
7.6210	8.6855	7.4400
8.6006	7.6251	7.9096
